id	label	label_num	umap_no_mfw_x	umap_no_mfw_y	umap_su_mfw_x	umap_su_mfw_y	color	title	token	ttr	psttr_value	basic_vocab	publisher	author	date	match_id	reihe	typ	ivis_no_mfw_x	ivis_no_mfw_y	ivis_su_mfw_x	ivis_su_mfw_y
9783838734507	Horror	6	-5.4003005	-4.5618467	-0.3823733	-17.167566	black	John Sinclair - Folge 0720 : Zwei Verdammte aus Aibon	32735	0.146291544477028	1	0.409195051168474	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734507	Jason Dark	Serie	-4.1223536	2.824371	-32.160538	-17.155197
9783838734514	Horror	6	-5.66641	-4.5316052	-0.033230994	-17.599188	black	John Sinclair - Folge 0721 : Stärker als der Teufel? (1. Teil)	33246	0.144343850572984	1	0.413794140648499	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734514	Jason Dark	Serie	-5.4820905	2.4029343	-32.79877	-16.378857
9783838734521	Horror	6	-6.1599584	-4.043667	-0.16442911	-17.02842	black	John Sinclair - Folge 0722 : Böser Zauber in Montmartre (2. Teil)	33718	0.135921466279139	1	0.419071629838351	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734521	Jason Dark	Serie	-3.8350687	2.8190196	-30.261555	-16.736786
9783838734538	Horror	6	-5.952042	-4.4849067	-0.4769574	-17.959793	black	John Sinclair - Folge 0723 : Der Teufels-Autor	33149	0.143046757164404	1	0.416151316781803	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734538	Jason Dark	Serie	-5.6912923	2.5241911	-31.863123	-16.253414
9783838734545	Horror	6	-5.4594874	-3.8152072	-0.2695576	-17.490688	black	John Sinclair - Folge 0724 : Der Stasi-Vampir (1. Teil)	33148	0.142633039700736	1	0	Bastei Lübbe	0	0	9783838734545	Jason Dark		-5.041479	2.6380596	-29.394289	-14.731142
9783838734552	Horror	6	-6.1078634	-3.6577158	-0.18075298	-18.081425	black	John Sinclair - Folge 0725 : Der Satan von Sachsen (2. Teil)	32666	0.140998561239171	1	0.413059450192861	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734552	Jason Dark	Serie	-3.6710458	2.7836475	-27.925777	-16.555204
9783838734569	Horror	6	-6.088992	-4.3537135	-0.55685693	-17.328848	black	John Sinclair - Folge 0726 : Krematorium der Angst	32561	0.142286784803907	1	0.415338308916122	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734569	Jason Dark	Serie	-4.9851975	2.631757	-31.310324	-16.616283
9783838734576	Horror	6	-5.608514	-4.43124	-0.8531688	-17.548176	black	John Sinclair - Folge 0727 : Mystic, der Maniac	33571	0.136840223996187	1	0.418868599005034	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734576	Jason Dark	Serie	-4.7362704	2.7768314	-30.124973	-16.880592
9783838734583	Horror	5	-5.94795	-4.401126	-1.4568378	7.3473344	gold	John Sinclair - Folge 0728 : Angst in den Alpen (1. Teil)	32783	0.137414592484139	1	0.398743251075252	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734583	Jason Dark	Serie	-5.1414475	2.7617955	-18.0836	-25.499693
9783838734590	Horror	6	-5.3086023	-4.1901174	-0.8112107	-17.313124	black	John Sinclair - Folge 0729 : Laurins finsteres Reich (2. Teil)	33385	0.130601485741673	1	0.396614739364889	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734590	Jason Dark	Serie	-4.657116	2.8487086	-29.371752	-17.772284
9783838734606	Horror	6	-5.9398413	-3.6721478	-0.6835363	-17.015581	black	John Sinclair - Folge 0730 : Der unheimliche Todesengel	32909	0.1402048071956	1	0.41841169498222	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734606	Jason Dark	Serie	-4.996236	2.730079	-27.667088	-14.842185
9783838734613	Horror	6	-5.8446126	-4.068839	-0.4811118	-17.34615	black	John Sinclair - Folge 0731 : Die Blüten-Bestie	33990	0.140949074755082	1	0.426537216828479	Bastei Lübbe	Dark, Jason [Tn7]	2015	9783838734613	Jason Dark	Serie	-5.3425045	2.610649	-31.509958	-15.4800825
9783838734620	Horror	6	-5.6507325	-4.5028744	-0.091517724	-17.058292	black	John Sinclair - Folge 0732 : Schattenreiter	33134	0.141335184402728	1	0	Bastei Lübbe	0	0	9783838734620	Jason Dark		-4.80986	2.9502118	-29.321089	-15.547517
